id,address,enabled,date_added,date_modified,comment,date_updated
63,https://raw.githubusercontent.com/crazy-max/WindowsSpyBlocker/master/data/hosts/win10/spy.txt,1,1589162253,1589162253,"Migrated from /etc/pihole/adlists.list",
64,https://raw.githubusercontent.com/CHEF-KOCH/Canvas-Font-Fingerprinting-pages/master/Canvas.txt,1,1589162253,1589162253,"Migrated from /etc/pihole/adlists.list",
65,https://raw.githubusercontent.com/CHEF-KOCH/WebRTC-tracking/master/WebRTC.txt,1,1589162253,1589162253,"Migrated from /etc/pihole/adlists.list",
66,https://raw.githubusercontent.com/CHEF-KOCH/Audio-fingerprint-pages/master/AudioFp.txt,1,1589162253,1589162253,"Migrated from /etc/pihole/adlists.list",
67,https://raw.githubusercontent.com/CHEF-KOCH/Canvas-fingerprinting-pages/master/Canvas.txt,1,1589162253,1589162253,"Migrated from /etc/pihole/adlists.list",
68,https://github.com/Perflyst/PiHoleBlocklist/blob/master/android-tracking.txt,1,1589162253,1589162253,"Migrated from /etc/pihole/adlists.list",1611545830
69,https://raw.githubusercontent.com/Perflyst/PiHoleBlocklist/master/SmartTV.txt,1,1589162253,1589162253,"Migrated from /etc/pihole/adlists.list",1611545833
82,https://github.com/chadmayfield/pihole-blocklists/raw/master/lists/pi_blocklist_porn_all.list,1,1589162253,1589162253,"Migrated from /etc/pihole/adlists.list",1611545844
83,https://raw.githubusercontent.com/chadmayfield/pihole-blocklists/master/lists/pi_blocklist_porn_top1m.list,1,1589162253,1589162253,"Migrated from /etc/pihole/adlists.list",1611545844
84,https://raw.githubusercontent.com/ZeroDot1/CoinBlockerLists/master/hosts,1,1589162253,1589162253,"Migrated from /etc/pihole/adlists.list",
85,http://www.malwaredomainlist.com/hostslist/hosts.txt,1,1589162253,1589162253,"Migrated from /etc/pihole/adlists.list",1611545845
86,https://dbl.oisd.nl,1,1589162253,1589162253,"Migrated from /etc/pihole/adlists.list",1611545849
